1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.)
27,'Minnesota',27502          ,'County Highway Agency','053','Hennepin County','18116','18116','Eden Prairie city',1960,7234,'Steel','Stringer/Multi-beam or Girder',1,178.1,'TC;W RR                 ','CSAH 4            ','Fair',65,6838.4
27,'Minnesota',58518          ,'County Highway Agency','115','Pine County','51784','0','No Place Code',1980,180,'Wood or Timber','Slab',3,96.1,'MISSION CREEK           ','CR 122            ','Fair',45,3280
27,'Minnesota',7151           ,'County Highway Agency','013','Blue Earth County','40328','','',1956,1150,'Steel','Stringer/Multi-beam or Girder',1,85.6,'MAPLE RIVER             ','CSAH 7            ','Poor',65,2275.6
27,'Minnesota',27731          ,'State Highway Agency','053','Hennepin County','43252','43252','Minnetonka city',1988,6804,'Steel','Stringer/Multi-beam or Girder',1,123,'EB off ramp             ','CON 3883          ','Fair',37,3108.1
27,'Minnesota',96846          ,'County Highway Agency','003','Anoka County','17486','17486','East Bethel city',1990,3820,'Concrete','Culvert',2,25.9,'CEDAR CREEK             ','CR 74             ','Good',35,1088.4
27,'Minnesota',22546          ,'Town or Township Highway Agency','043','Faribault County','19016','0','No Place Code',1978,32,'Prestressed Concrete','Tee Beam',3,107.3,'W BR BLUE EARTH RIVER   ','T 235             ','Good',47,3449.4
27,'Minnesota',27V06          ,'State Highway Agency','053','Hennepin County','43252','43252','Minnetonka city',1998,51013,'Prestressed Concrete','Stringer/Multi-beam or Girder',3,338.6,'Minnetonka Dr  CSAH 5   ','I 494             ','Good',27,24438.4
27,'Minnesota',07509          ,'County Highway Agency','013','Blue Earth County','4330','0','No Place Code',1963,253,'Prestressed Concrete','Channel Beam',3,93.8,'BIG COBB RIVER          ','CSAH 4            ','Poor',62,3016.9
27,'Minnesota',58548          ,'County Highway Agency','115','Pine County','43486','0','No Place Code',2005,367,'Prestressed Concrete','Stringer/Multi-beam or Girder',1,65.6,'MISSION CREEK           ','CSAH 54           ','Good',20,2583.3
27,'Minnesota',93507          ,'County Highway Agency','137','St. Louis County','12736','0','No Place Code',1980,30,'Steel','Stringer/Multi-beam or Girder',1,32.5,'WATER HEN CREEK         ','CR 340            ','Fair',45,969.7
