1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.)
38,'North Dakota',0094214126     ,'State Highway Agency','043','Kidder County','0','0','No Place Code',1958,250,'Prestressed Concrete Continuous','Stringer/Multi-beam or Girder',4,224.1,'I 94-TAPPEN INTERCHANGE ','COUNTY HIGHWAY    ','Fair',67,6469.5
38,'North Dakota',000000015131321,'County Highway Agency','029','Emmons County','0','0','No Place Code',1981,52,'Prestressed Concrete','Box Beam or Girders - Single or Spread',2,83,'S. BRANCH BEAVER CREEK  ','86TH ST SE        ','Good',44,2696
38,'North Dakota',000000015131311,'County Highway Agency','029','Emmons County','0','0','No Place Code',1914,24,'Steel','Truss - Thru',1,76.4,'S BRANCH BEAVER CREEK   ','20TH AVE SOUTHEAST','Fair',111,1379.4
38,'North Dakota',0013213831     ,'State Highway Agency','029','Emmons County','0','0','No Place Code',1932,450,'Concrete','Culvert',3,32.2,'CREEK                   ','ND HIGHWAY 13     ','Fair',93,1097.1
38,'North Dakota',000000014105010,'County Highway Agency','027','Eddy County','0','0','No Place Code',2011,90,'Prestressed Concrete','Box Beam or Girders - Single or Spread',3,123,'SHEYENNE RIVER          ','COUNTY HIGHWAY    ','Fair',14,3753.9
38,'North Dakota',000000010115050,'County Highway Agency','019','Cavalier County','0','0','No Place Code',2001,12,'Concrete','Culvert',4,42,'SNOWFLAKE CREEK         ','COUNTY HIGHWAY    ','Fair',24,1005.8
38,'North Dakota',000000010114100,'County Highway Agency','019','Cavalier County','0','0','No Place Code',1992,26,'Steel','Culvert',4,31.8,'CREEK                   ','COUNTY HIGHWAY    ','Fair',33,511.6
38,'North Dakota',000000014101090,'County Highway Agency','027','Eddy County','0','0','No Place Code',1970,70,'Prestressed Concrete','Box Beam or Girders - Multiple',1,60,'JAMES RIVER             ','COUNTY HIGHWAY    ','Fair',55,1812.2
38,'North Dakota',000000015130290,'County Highway Agency','029','Emmons County','0','0','No Place Code',1981,52,'Prestressed Concrete','Box Beam or Girders - Single or Spread',2,100.1,'BEAVER CREEK            ','19th Ave. SE      ','Good',44,3053.2
38,'North Dakota',000000014101080,'County Highway Agency','027','Eddy County','0','0','No Place Code',1989,70,'Prestressed Concrete','Stringer/Multi-beam or Girder',1,94.2,'N ROCKFORD CANAL NR2-4  ','COUNTY HIGHWAY    ','Good',36,2873
38,'North Dakota',0083007873     ,'State Highway Agency','029','Emmons County','0','0','No Place Code',2012,1845,'Prestressed Concrete','Stringer/Multi-beam or Girder',1,105,'CREEK                   ','US HIGHWAY 83     ','Good',13,4477.8
38,'North Dakota',0030088503     ,'State Highway Agency','103','Wells County','77700','0','No Place Code',1960,220,'Concrete Continuous','Tee Beam',2,65,'PIPESTEM CREEK          ','ND HIGHWAY 30     ','Fair',62,2365.7
38,'North Dakota',000000003134200,'County Highway Agency','005','Benson County','0','0','No Place Code',1942,1,'Steel','Stringer/Multi-beam or Girder',2,39,'COULEE                  ','COUNTY TRAIL      ','Poor',83,794.2
38,'North Dakota',0052208121     ,'State Highway Agency','103','Wells County','0','0','No Place Code',1979,1290,'Concrete','Culvert',4,40,'PIPESTEM CREEK          ','US HIGHWAY 52     ','Fair',46,2035.5
38,'North Dakota',0019143037     ,'State Highway Agency','005','Benson County','0','0','No Place Code',2001,1260,'Prestressed Concrete Continuous','Stringer/Multi-beam or Girder',2,139.1,'MAUVAIS COULEE          ','ND HIGHWAY 19     ','Fair',24,5933.1
38,'North Dakota',000000010114031,'County Highway Agency','019','Cavalier County','0','0','No Place Code',1963,59,'Steel','Stringer/Multi-beam or Girder',1,24.6,'WEST SNOWFLAKE CREEK    ','COUNTY HIGHWAY    ','Fair',62,686.2
38,'North Dakota',000000015124430,'County Highway Agency','029','Emmons County','0','','',1940,24,'Wood or Timber','Stringer/Multi-beam or Girder',1,24,'CREEK                   ','COUNTY HIGHWAY    ','Fair',80,526.5
